project_id;donor;title;year;year_uncertain;description;crs_sector_code;crs_sector_name;sector_comment;status;status_code;flow;all_recipients;sources;sources_count;funding_agency;implementing_agency;donor_agency;donor_agency_count;recipient_agencies;recipient_agencies_count;verified;verified_code;flow_class;flow_class_code;intent;intent_code;active;active_code;factiva_sources;amount;currency;deflators_used;exchange_rates_used;usd_defl;usd_current;start_actual;start_planned;end_actual;end_planned;recipient_count;recipient_condensed;recipient_cow_code;recipient_oecd_code;recipient_oecd_name;recipient_iso3;recipient_iso2;recipient_un_code;recipient_imf_code;debt_uncertian;line_of_credit;is_cofinanced;is_ground_truthing;loan_type;interest_rate;maturity;grace_period;grant_element;updated_at;location_details;contacts;is_official_finance
1762;China;Water Supply Project Agreement;2005;FALSE;"On October 13, 2005, China's Beijing G and M Construction Co. Ltd (BG&M) and the Nigerian Ministry of Water Resources signed a free aid agreement for the construction of 598 water schemes (boreholes) for 19 states, including Federal Capital Territory, at a cost of CNY 40.27 million. The contract was signed by Minister Alhaji Muktar Shehu Shagari in the presence of the Chinese ambassador, Wang Yongqiu. Under the contract, BG&M provided 588 water points made up of 540 head pumps, equipped boreholes, and 58 motorized schemes to cover Ekiti, Ogun, Oyo, Anambra, Enugu, Imo, Delta, Akwa Ibom, Rivers, Sokoto, Kaduna, Kano, Adamawa, Bornu, Taraba, Kogi, Benue, Niger, and FCT. The official provider of finance for the project is uncertain, but reports indicate it was a 'free-aid' project commissioned by the Chinese Government. The status of this project is uncertain. (PPIAF) Construction of 598 water schemes for 19 states including Federal Capital Territory (FCT). Providing 588 water points made up of 540 head pumps equipped boreholes and 58 motorised schemes.; Total Project Cost: USD 5.4 Million; PPIAF-ID:204";140;Water Supply and Sanitation;Water;Pipeline: Commitment;11;Grant (Vague);Nigeria;"http://allafrica.com/stories/200510140617.html, Media Report, including Wikileaks; http://english.peopledaily.com.cn/200510/15/eng20051015_214441.html, Media Report, including Wikileaks";2;;Beijing G&M Engineering Construction Co., Ltd.;Beijing G&M Engineering Construction Co., Ltd.;1;Ministry of Water Resources, Government Agency;1;Checked;1;ODA-like;2;Development;1;Active;1;;40270000;CNY;0,69665105;8,194316667;7054294,57;4914381,716;;01. Jan 05;;;1;Nigeria;475;261;Nigeria;NGA;NG;566;694;FALSE;FALSE;FALSE;FALSE;;;;;;05.04.13 16:21;Ekiti, Ogun, Oyo, Anambra, Enugu, Imo, Delta, Akwa Iborm, Rivers, Sokoto, Kaduna, Kano, Adamawa, Bornu, Taraba, Kogi, Benue, Niger, and FCT;"Wang Yongqiu, ; Alhaji Muktar Shagari,";1
65;China;Water projects;2008;FALSE;A complementary individual financing accord was signed in July of 2008 by the Angolan Finance minister, Jose Pedro de Morais, and the chairman of Eximbank, Li Ruogu. The protocol is designed for the rehabilitation of the residual waters treatment station in Quifangondo (Luanda), the construction of a distribution centre in Cacuaco district, as well as the execution of new house plumbing works, estimated at USD 28.798 million. OVERVIEW: New Exim Bank head, Li Ruogu, and JosÃ© Pedro de Morais sign a â€œComplementary Individual Financing MOUâ€, which sees the disbursement of a separate US$134 million loan to three communal development projects in Angola. The terms of the loan are the same as the September 2007 Exim Bank loan. The credit will fund the modernisation of the electricity system in two towns in Lunda Norte and Luanda Sul provinces, the construction of a water treatment plant and canals in the Luanda area and a road upgrade projects in two other provinces. See Project ID#64 and ID#66 for the related projects described above.;140;Water Supply and Sanitation;Water;Pipeline: Commitment;11;Loan (excluding debt rescheduling);Angola;"http://www.ide.go.jp/English/Data/Africa_file/Manualreport/cia_11.html, Other Official Source (non-Donor, non-Recipient); http://global.factiva.com/aa/?ref=AFNWS00020080704e474000qw&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";2;Export-Import Bank of China, Government Agency;;Export-Import Bank of China, Government Agency;1;;;Checked;1;Vague (Official Finance);5;Development;1;Active;1;http://global.factiva.com/aa/?ref=AFNWS00020080704e474000qw&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;28798000;USD;0,988995952;1;29118420,49;28798000;;;;;1;Angola;540;225;Angola;AGO;AO;24;614;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:38;Luanda, Cacuaco;"Li Ruogu, ; Jose Pedro de Morais,";1
16209;China;Water treatment plant built in South Africa;2006;TRUE;China built a water treatment plant in South Africa. Additional information is uncertain.;140;Water Supply and Sanitation;;Completion;3;Unset;South Africa;http://global.factiva.com/aa/?ref=BKNA000020060511e25100005&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;1;;;;;;;Checked;1;Vague (Official Finance);5;Development;1;Active;1;http://global.factiva.com/aa/?ref=BKNA000020060511e25100005&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;;;;;;;;;;;1;South Africa;560;218;South Africa;ZAF;ZA;710;199;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:37;;;1
1063;China;Well to the treasury road;2009;TRUE;(PPIAF) A 7.9 km road is in implementation at a cost of $25.77 million. Commitment year, location, implementing agency, and dates are unclear. PPIAF-ID:95;210;Transport and Storage;"Transport; Road";Implementation;2;In-kind Grant (Goods or Services);Congo, Rep.;https://publications.worldbank.org/index.php?main_page=product_info&products_id=22946, Other Official Source (non-Donor, non-Recipient);1;;;;;;;Checked;1;Vague (Official Finance);5;Development;1;Active;1;;25770000;USD;1;1;25770000;25770000;;;;;1;Congo, Rep.;484;234;Congo, Rep.;COG;CG;178;634;FALSE;FALSE;FALSE;FALSE;;;;;;05.07.13 14:09;;;1
1065;China;Wireless telephone contract;2005;FALSE;On June 21, 2005 in Shenyang, China, Kenyan President Kibaki signed a contract with China Huawei Technologies Company to provide wireless communication to all district and divisional government offices. The president disclosed that the government was negotiating with the Exim Bank of China for the provision of a soft loan of 24 million USD to finance the project. The current status and start and end dates are unknown.;220;Communications;;Pipeline: Commitment;11;Loan (excluding debt rescheduling);Kenya;"http://allafrica.com/stories/200601231417.html, Media Report, including Wikileaks; http://allafrica.com/stories/200601231417.html, Media Report, including Wikileaks; http://www.accessmylibrary.com/article-1G1-135408303/kenya-signs-wireless-telephone.html, Media Report, including Wikileaks";3;Export-Import Bank of China, Government Agency;Huawei Technologies Co., Ltd., Private Sector;"Huawei Technologies Co., Ltd., Private Sector; Export-Import Bank of China, Government Agency";2;;;Checked;1;Vague (Official Finance);5;Development;1;Active;1;;24000000;USD;0,69665105;1;34450533,04;24000000;;;;;1;Kenya;501;248;Kenya;KEN;KE;404;664;FALSE;FALSE;FALSE;FALSE;Concessional;;;;;26.03.13 15:39;all district and divisional government offices, Kenya;H.E. President Mwai Kibaki, CGH, MP,;1
2261;China;Wuhan Municipal Foreign Co-operation (WMFC) government aid project;2010;TRUE;The Wuhan Municipal Foreign Co-operation is a Chinese government aid project which is improving the agricultural output in many areas, including Freetown, Bo, and Kenema. The project has provided hybrid rice and fertilizer, as well as access to power tillers, combined harvesters, and a rice mill. WMFC in Freetown is coordinated by Xie Yu Fei, and has invested just under $800,000 in aid. The commitment year is unclear;310;Agriculture, Forestry and Fishing;;Implementation;2;In-kind Grant (Goods or Services);Sierra Leone;"http://www.hbagri.gov.cn/tabid/64/InfoID/23225/frtid/1125/Default.aspx, Government Source (Donor/Recipient); http://global.factiva.com/aa/?ref=IPRS000020101026e6ap0000j&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";2;;Wuhan Municipal Foreign Co-operation (WMFC), Government Agency;Wuhan Municipal Foreign Co-operation (WMFC), Government Agency;1;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=IPRS000020101026e6ap0000j&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;;;;;;;;;;;1;Sierra Leone;451;272;Sierra Leone;SLE;SL;694;724;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:41;Freetown, Bo, Kenema;;1
21706;China;Xinhua Hands Over Giant Screen to Zimbabwe Shopping Mall;2010;FALSE;On December 10, 2010 the Xinhua News Agency donated a $110,000 giant outdoor LED Hisense screen to the Zimbabwean government at the first Street Mall in Harare, Zimbabwe. The screen was originally donated to Xinhua News from Hisense International Co. Limited, a maker of LED screens. Officials that spoke regarding the donation include Zimbabwean Minister of Media, Information and Publicity Webster Shamu and Chinese Ambassador in Zimbabwe Xin Shukang. The handover ceremony was attended by the Head of African Xinhua News Agency regional bureau Mr Wang Chaowen, ZDF Commander General Constantine Chiwenga, the chairman of theZimbabwe China Friendship Association Cde Absolom Sikhosana, chairman of Transmedia Dr Paul Chimedza and Secretary for Defence Mr Martin Rushwaya. The project is completed.;250;Business and Other Services;;Completion;3;In-kind Grant (Goods or Services);Zimbabwe;"http://global.hisense.com/news/cone/201012/t20101223_29814.html, Other Official Source (non-Donor, non-Recipient); http://global.factiva.com/aa/?ref=AFNWS00020101210e6ca00035&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";2;"Xinhua News Agency, Government Agency; Hisense Group, State-Owned Company";Zimbabwe Defence Forces (ZDF), Government Agency;"Xinhua News Agency, Government Agency; Hisense Group, State-Owned Company";2;Zimbabwe Defence Forces (ZDF), Government Agency;1;Checked;1;OOF-like;3;Mixed (Some Development);6;Active;1;http://global.factiva.com/aa/?ref=AFNWS00020101210e6ca00035&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;110000;USD;1,075643212;1;102264,3928;110000;;;10. Dec 10;;1;Zimbabwe;552;265;Zimbabwe;ZWE;ZW;716;698;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:40;First Street Mall, Harare, Zimbabwe;"Xin Shunkang, Chinese Ambassador to Zimbabwe ; Webster Shamu, Minister of Media, Information, and Publicity ; Mr Wang Chaowen, ; Constantine Chiwenga, ; Cde Absolom Sikhosana, ; Dr Paul Chimedza, ; Mr Martin Rushwaya,";1
21546;China;Xinhua News offers Workshop for Zimbabwean Media;2010;FALSE;In 2010, more than 30 Zimbabwean photojournalists were expected to attend a workshop organized by Xinhua News Agency, the Chinese Embassy, and the Ministry of Media, Information, and Publicity. Xinhua Senior Photographer Ding Mei was to lead the training course. The journalists will be capturing images of project being completed under the Forum for China-Africa Cooperation, like the China agricultural Technology Demonstration Center at Gwebi Agricultural College and the Mahusekwa Hospital in Marondera. Information Minister Webster Shamu was to open the workshop. It is unclear exactly what the dates of the workshop are.;150;Government and Civil Society;Media;Pipeline: Commitment;11;Scholarships/training in the donor country;Zimbabwe;"http://global.factiva.com/aa/?ref=AFNWS00020101022e6am0005q&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://news.xinhuanet.com/world/2010-10/26/c_12703955.htm, Media Report, including Wikileaks";2;;Xinhua News Agency, Government Agency;Xinhua News Agency, Government Agency;1;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=AFNWS00020101022e6am0005q&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;;;;;;;;;;;1;Zimbabwe;552;265;Zimbabwe;ZWE;ZW;716;698;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:38;;"Ding Mei, Senior Photographer (Xinhua News Agency); Webster Shamu, Minister of Information ; Li Nuer, Harare Bureau Chief Correspondant (Xinhua News Agency)";1
19313;China;Xinhua donates computers and provides assistance to Zimbabwean media outlets;2007;FALSE;In 2007, Xinhua News Agency donated two computers to Herald Editor Pikirayi Deketeke and the Head of New Ziana Rangarirai Shoko. It is unclear what the financial value of these computers is.;220;Communications;Media;Completion;3;In-kind Grant (Goods or Services);Zimbabwe;http://global.factiva.com/aa/?ref=AFNWS00020070829e38p001fn&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;1;Xinhua News Agency, Government Agency;;Xinhua News Agency, Government Agency;1;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=AFNWS00020070829e38p001fn&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;;;;;;;;;;;1;Zimbabwe;552;265;Zimbabwe;ZWE;ZW;716;698;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:40;;"Pikirayi Deketeke, Editor ; Rangarirai Shoko, Newspaper Head ; Li Nuer, Harare Bureau Chief Correspondant (Xinhua News Agency)";1
13066;China;Xuanwu medical mission;2006;FALSE;From 2006 to 2008, Li Yun, the head doctor at Beijing's Xuanwu Hospital, led a team of 15 healthcare professionals to improve the health of Guinean residents. Li's team treated over 31,000 patients in 19,777 outpatient operations, and 1,555 surgeries during those two years. The team also trained 178 local medics to set up more advanced procedures in healthcare management.;120;Health;healthcare and health training;Completion;3;Free-standing technical assistance;Guinea;http://www.chinadaily.com.cn/china/2010-09/22/content_11337720.htm, Media Report, including Wikileaks;1;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;;;;;;;;01. Jan 06;;01. Jan 08;;1;Guinea;438;243;Guinea;GIN;GN;324;656;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:37;"Conakry, Guinea; Labe, Guinea";Li Yun, Head Doctor;1
274;China;Yaounde Sports complex;2001;FALSE;In 2001 Chinese Prime minister Zhu Rongji and Cameroonian Prime Minister Peter Mafany Musonge signed a cooperation convention regarding the construction of a modern sports complex in the nation's capital worth 5.4bn CFA francs]. Reports later estimate the total cost of the sports complex at FCFA16 billion. The complex holds a large running space for athletes, conference halls and powerful sound, lighting systems and press cabins. Its capacity is close to 6,000. It was constructed by over a thousand technicians from Cameroon and China and inaugurated in June 2009. The Cameroonian minister for sports and physical education, Michel Zoa and Chinese officials Jan Qin Ling and Hon Cavaye Yeguie Djibril made an official visit to the complex.The implementing agency for the project is unclear, although some sources say that it was constructed by the Chinese government.;160;Other Social infrastructure and services;;Completion;3;Unset;Cameroon;"http://www.accessmylibrary.com/article-1G1-222396243/china-gives-cameroon-over.html, Media Report, including Wikileaks; http://allafrica.com/stories/200304070761.html, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFNWS00020040809e089001my&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFNWS00020030929dz9t003jv&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";4;;;;;;;Checked;1;Vague (Official Finance);5;Development;1;Active;1;"http://global.factiva.com/aa/?ref=AFNWS00020040809e089001my&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFNWS00020030929dz9t003jv&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";5400000000;XAF;0,601389524;733,0385071;12249295,51;7366598;;01. Nov 01;01. May 09;;1;Cameroon;471;229;Cameroon;CMR;CM;120;622;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:38;;"Zhu Rongji, ; Benard Ngwa,";1
22856;China;Yaounde hospital accommodation construction;2007;FALSE;In 2007, China donated the construction of personnel accommodation at Yaounde's Hospital of Gynecology, Obstetrics, and Pediatrics worth $3 million.;130;Population Policies / Programmes and Reproductive Health;;Completion;3;In-kind Grant (Goods or Services);Cameroon;http://www.ccs.org.za/wp-content/uploads/2009/11/CCS-Central-Africa-Briefing-Paper-August-2009.pdf, Other Academic (Working Paper, Dissertation);1;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;;3000000;USD;0,837994837;1;3579974,323;3000000;;;;;1;Cameroon;471;229;Cameroon;CMR;CM;120;622;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:37;Yaounde;;1
16867;China;Yellow Maize Donation;2003;FALSE;On January 10, 2003, the Chinese government donated 4,500 tonnes of yellow Maize to Zimbabwe, valued at $500,000, to Zimbabwe to help during a time of drought in addition to previous grants for food. The donation was handed over from the Chinese ambassador, Hou Qingru, to Zimbabwean Minister of Lands, Agriculture, and Rural Resettlement, Commander Joseph Made.;700;Emergency Response;famine relief;Completion;3;In-kind Grant (Goods or Services);Zimbabwe;"http://global.factiva.com/aa/?ref=afnws00020030214dz2e004xy&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=afnws00020030110dz1a00464&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";2;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;"http://global.factiva.com/aa/?ref=afnws00020030214dz2e004xy&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=afnws00020030110dz1a00464&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";500000;USD;0,620702517;1;805538,8628;500000;10. Jan 03;;10. Jan 03;;1;Zimbabwe;552;265;Zimbabwe;ZWE;ZW;716;698;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:43;;"Hou Qingru, Chinese Ambassador to Zimbabwe ; Joseph Made,";1
678;China;Youth Activity Center;2009;FALSE;On August 28, 2009, an opening ceremony was held in Mahalapye for a Youth Activity Center, to which the Chinese embassy donated 80,000 BWP. Chinese funded-enterprises, presumably including Jiangxi International Economic and Technical Cooperation given their attendance, also donated office equipment and fitness facilities. The implementing organization for this project is unknown, but it's presumed to not be of Chinese origin.;160;Other Social infrastructure and services;;Completion;3;Monetary Grant (excluding debt forgiveness);Botswana;http://finance.ifeng.com/roll/20090831/1176528.shtml, Media Report, including Wikileaks;1;;Jiangxi Corporation of International Economic and Technical Cooperation, State-Owned Company;Jiangxi Corporation of International Economic and Technical Cooperation, State-Owned Company;1;;;Checked;1;ODA-like;2;Development;1;Active;1;;80000;BWP;1;7,155137696;11180,77714;11180,77714;;;28. Aug 09;;1;Botswana;571;227;Botswana;BWA;BW;72;616;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:38;Mahalapye;Balopi,;1
11112;China;Youth volunteers;2007;FALSE;On Aprill 17, 2007 Jia Qinglin, Chairman of the National Committee of the Chinese People's Political Consultative Conference, met Tunisian Prime Minister Mohamed Ghannouchi in Tunis. After the meeting, Jia Qinglin and Mohamed Ghannouchi jointly attended the signing ceremony of five bilateral cooperation documents, including a China-Tunisia economic and technological cooperation agreement and an exchange document on China sending young volunteers to Tunisia. China started to send young volunteers to Tunisia in 2008. The first team was made up of six volunteers. Local people's enthusiasm for the volunteers led the Tunisian government to ask China to double the number of Chinese volunteers in the second team. The second group of twelve young volunteers were from the Guizhou Province and arrived in Tunisia in March of 2009. An August 2011 report stated that a third group of 16 young volunteers had gone to work in Tunisia.;998;Unallocated / Unspecified;;Implementation;2;Free-standing technical assistance;Tunisia;"http://english.mofcom.gov.cn/aarticle/subject/fuva/lanmub/201104/20110407524842.html, Government Source (Donor/Recipient); http://china.globaltimes.cn/diplomacy/2011-04/483097.html, Media Report, including Wikileaks; http://www.fmprc.gov.cn/eng/wjb/zzjg/xybfs/gjlb/2893/, Government Source (Donor/Recipient); http://global.factiva.com/aa/?ref=BBCAPP0020070418e34i001ur&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";4;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=BBCAPP0020070418e34i001ur&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;;;;;;;;;;;1;Tunisia;616;139;Tunisia;TUN;TN;788;744;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:43;;"Mohamed Ghannouchi, Prime Minister ; Jia Qinglin,";1
1982;China;Youth volunteers to work in various field;2008;FALSE;In 2008, China and Rwanda agreed for China to send about 10 youth volunteers to work in Rwanda in cultural, industrial, agricultural and information technology fields. The amount, current status, and start and end dates are unknown.;430;Other Multisector;Cultural, industrial, agricultural and information technology fields;Pipeline: Pledge;12;Free-standing technical assistance;Rwanda;http://allafrica.com/stories/200804140506.html, Media Report, including Wikileaks;1;;;;;;;Checked;1;OOF-like;3;Representational;3;Active;1;;;;;;;;;;;;1;Rwanda;517;266;Rwanda;RWA;RW;646;714;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:42;;Yi Zonghua,;1
1316;China;Youth-training centers;2007;FALSE;In 2007, China announced that China would build youth-training centers in Namibia worth N$130 million. It is unclear if this project was completed. The project appears to be untied.;110;Education;;Pipeline: Pledge;12;In-kind Grant (Goods or Services);Namibia;"http://allafrica.com/stories/200902100783.html, Media Report, including Wikileaks; http://global.factiva.com/aa/?ref=AFNWS00020070207e327000d2&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks";2;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/aa/?ref=AFNWS00020070207e327000d2&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;130000000;NAD;0,837994837;7,045365;22019046,66;18451847,42;;;;;1;Namibia;565;275;Namibia;NAM;NA;516;728;FALSE;FALSE;FALSE;FALSE;;;;;;26.03.13 15:37;;;1
17449;China;ZESA Secures Funding for Lake Kariba Power Plant;2004;FALSE;On July 1, 2004, the Zimbabwean Electricity Supply Authority (ZESA), the state-owned national electricity utility, signed an agreement with the Chinese government for a loan worth 670 million USD. The loan will help facilitate the development of electricity generation infrastructure in Zimbabwe following reductions in power imports from South Africa and Mozambique. Specifically, the funds are being allocated to the expansion of a hydroelectric dam/power plant on Lake Kariba to operate at a capacity of 600 megawatts. Additionally, the agreement includes an upgrade of Zimbabwe's existing power network including transmission power lines. In order to repay the loan, ZESA will export tobacco to China via contract farming. Additional research yielded no information on start and completion dates, additional contacts, and Chinese organizations involved. In 2012, Sinohydro was commissioned to begin construction of the plant after a separate 250 million USD loan from the Chinese EXIM bank (ID #21063).;230;Energy Generation and Supply;hydropower infrastructure;Pipeline: Commitment;11;Loan (excluding debt rescheduling);Zimbabwe;"http://global.factiva.com/aa/?ref=WDAN000020040701e0710004y&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.temoignages.re/dans-l-actualite-de-l-afrique-australe-du-1er-juillet-2004,4179.html, Media Report, including Wikileaks; http://news.bjx.com.cn/html/20121221/409442.shtml, Media Report, including Wikileaks";3;;;;;Zimbabwe Electricity Supply Authority (ZESA), State-Owned Company;1;Checked;1;Vague (Official Finance);5;Development;1;Active;1;http://global.factiva.com/aa/?ref=WDAN000020040701e0710004y&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;670000000;USD;0,663629447;1;1009599564;670000000;;;;;1;Zimbabwe;552;265;Zimbabwe;ZWE;ZW;716;698;FALSE;FALSE;FALSE;FALSE;;;;;;04.10.13 11:35;Lake Kariba Hydroelectric Power Plant, Zimbabwe;Moses Zviuya, Managing Director;1
1013;China;Zalingei-El Geneinah Road;2008;FALSE;(PPIAF-ID:265) In December 2008, China Geo-Engineering Corporation (CGC) and the Sudan Highways Agency signed a contract for the construction of the Zalingei-El Geneinah road with a total cost of 120 million USD. The road is 2 lanes and 175km long. The China Exim Bank provided Export Buyer's credit to finance the project. Construction commenced in January 2010. The current status and end date are unknown. This project is linked with ID#852, ID#1050, ID#1051, ID#1053, and ID#1059 all under the framework of a $650 million USD loan from China. Alternative spellings for these cities include: Zalingei, Zalengi, Zalingie, Zalenji and El Geneinah.;210;Transport and Storage;"Transport; Road";Implementation;2;Export credits;Sudan;"https://publications.worldbank.org/index.php?main_page=product_info&products_id=22946, Other Official Source (non-Donor, non-Recipient); http://www.chinageo.com.cn/en/news/detail.asp?N_id=291, Other Official Source (non-Donor, non-Recipient); http://www.skyscrapercity.com/showthread.php?t=1004905, Social Media, including Unofficial Blogs; http://www.skyscrapercity.com/showthread.php?t=1004905, Social Media, including Unofficial Blogs; http://www.africaintelligence.com/AEM/electricity/2008/12/10/cgc-bolsters-position-in-nigeria,52811363-ART, Media Report, including Wikileaks";5;Export-Import Bank of China, Government Agency;CGC Overseas Construction Co., Ltd. (CGCOC), State-Owned Company;"Export-Import Bank of China, Government Agency; CGC Overseas Construction Co., Ltd. (CGCOC), State-Owned Company";2;;;Checked;1;OOF-like;3;Mixed (Some Development);6;Active;1;;120000000;USD;0,988995952;1;121335178,1;120000000;01. Jan 10;;;;1;Sudan;625;278;Sudan;SDN;SD;736;732;FALSE;FALSE;FALSE;FALSE;;;;;;10.04.13 17:17;Zalingei to El Geneina;;1
2302;China;Zambia contracts railway loans from China;2005;FALSE;In July of 2005, the Zambian government contracted a total of eight external loans amounting to over $110m US dollars from the time Zambia reached the Highly Indebted Poor Countries (HIPC) completion point in April 2005. Among those loans included a $6.2 million USD loan from the Chinese government for the capitalization of the Tanzania-Zambia Railway (TAZARA). It is unclear how the funds were used, but the project appears to be untied.;210;Transport and Storage;;Pipeline: Commitment;11;Loan (excluding debt rescheduling);Africa, regional, Tanzania, Zambia;http://global.factiva.com/aa/?ref=BBCAPP0020070711e37b003ec&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;1;;Tanzania-Zambia Railway Authority (TAZARA), State-Owned Company;;;;;Checked;1;Vague (Official Finance);5;Mixed (Some Development);6;Active;1;http://global.factiva.com/aa/?ref=BBCAPP0020070711e37b003ec&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks;6200000;USD;0,69665105;1;8899721,035;6200000;;;;;3;Africa, regional;"; 510; 551";"298; 282; 288";"Africa, regional; Tanzania; Zambia";"Africa, regional; TZA; ZMB";"XR; TZ; ZM";"; 834; 894";"; 738; 754";FALSE;FALSE;FALSE;FALSE;Non-Concessional;;;;;26.03.13 15:39;;;1
2218;China;Zambia receives US$2.4m grant;2004;FALSE;In 2004, Zambia received from China a general grant of $2.4 million USD (20 million Yuan) to finance programs centered on poverty alleviation and general development of the country. It is unclear how the funds were used, but the project appears to be untied. The Chinese also a variety of agreements, including a loan of $10.8 million to go toward TAZARA and a third agreement involving digital equipment worth $500,000 dollars to upgrade the mobile phone equipment at the Zambia Telecommunication Company Limited. The equipment will be supplied by ZTE, a telecommunication company in China.;998;Unallocated / Unspecified;;Implementation;2;Monetary Grant (excluding debt forgiveness);Zambia;http://global.factiva.com/redir/default.aspx?P=sa&an=LQAF000020041116e0bg0003u&cat=a&ep=ASE, Media Report, including Wikileaks;1;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/redir/default.aspx?P=sa&an=LQAF000020041116e0bg0003u&cat=a&ep=ASE, Media Report, including Wikileaks;2400000;USD;0,663629447;1;3616476,049;2400000;;;;;1;Zambia;551;288;Zambia;ZMB;ZM;894;754;FALSE;FALSE;FALSE;FALSE;;;;;;05.04.13 17:04;;;1
2116;China;Zambia receives US$2.5m for technical support;2001;FALSE;In July of 2001, the Chinese government granted Zambia $2.5 million USD for technical support. China's Assistant Minister for Foreign Trade and Economic Cooperation He Xiaowei was present at the signing, and Zambian Secretary to the Treasury James Mtonga signed for the Zambian government. Also present at the ceremony was Zambian Finance Deputy Minister Godfrey Simasiku. It is unclear how the funds were used, but the project appears to be untied.China also cancelled part of Zambia's debt worth $30 million USD as part of the agreement.;998;Unallocated / Unspecified;;Pipeline: Commitment;11;Monetary Grant (excluding debt forgiveness);Zambia;http://global.factiva.com/redir/default.aspx?P=sa&an=bbcae00020010726dx7o00008&cat=a&ep=ASE, Media Report, including Wikileaks;1;;;;;;;Checked;1;ODA-like;2;Development;1;Active;1;http://global.factiva.com/redir/default.aspx?P=sa&an=bbcae00020010726dx7o00008&cat=a&ep=ASE, Media Report, including Wikileaks;2500000;USD;0,601389524;1;4157039,487;2500000;;;;;1;Zambia;551;288;Zambia;ZMB;ZM;894;754;FALSE;FALSE;FALSE;FALSE;;;;;;05.04.13 17:04;;"Godfrey Simasiku, ; James Mtonga, ; He Xiaowei,";1
